property_id,check_in_date,room_category,successful_bookings,capacity
16559,2024-05-25,RT4,3,4
16560,2024-05-25,RT1,32,40
16560,2024-05-25,RT2,23,33
16560,2024-05-25,RT3,11,14
16560,2024-05-25,RT4,4,5
16561,2024-05-25,RT1,20,25
16561,2024-05-25,RT2,27,33
16561,2024-05-25,RT3,15,18
16561,2024-05-25,RT4,4,6
16562,2024-05-25,RT1,27,33
16562,2024-05-25,RT2,28,34
16562,2024-05-25,RT3,14,19
16562,2024-05-25,RT4,5,7
16563,2024-05-25,RT1,31,37
16563,2024-05-25,RT2,17,25
16563,2024-05-25,RT3,9,14
16563,2024-05-25,RT4,5,7
17558,2024-05-25,RT1,21,28
17558,2024-05-25,RT2,24,33
17558,2024-05-25,RT3,16,22
17558,2024-05-25,RT4,2,4
17559,2024-05-25,RT1,25,33
17559,2024-05-25,RT2,14,18
17559,2024-05-25,RT3,13,17
17559,2024-05-25,RT4,4,6
16558,2024-05-26,RT1,22,44
16558,2024-05-26,RT2,10,19
16558,2024-05-26,RT3,11,18
16558,2024-05-26,RT4,3,6
16559,2024-05-26,RT1,23,37
16559,2024-05-26,RT2,22,35
16559,2024-05-26,RT3,6,10
16559,2024-05-26,RT4,2,4
16560,2024-05-26,RT1,20,37
16560,2024-05-26,RT2,10,18
16560,2024-05-26,RT3,7,16
16560,2024-05-26,RT4,1,4
16561,2024-05-26,RT1,21,38
16561,2024-05-26,RT2,15,25
16561,2024-05-26,RT3,13,21
16561,2024-05-26,RT4,2,4
16562,2024-05-26,RT1,22,39
16562,2024-05-26,RT2,18,30
16562,2024-05-26,RT3,6,12
16562,2024-05-26,RT4,3,7
16563,2024-05-26,RT1,16,28
16563,2024-05-26,RT2,11,19
16563,2024-05-26,RT3,10,16
16563,2024-05-26,RT4,2,4
17558,2024-05-26,RT1,18,36
17558,2024-05-26,RT2,11,18
17558,2024-05-26,RT3,9,16
17558,2024-05-26,RT4,2,5
17559,2024-05-26,RT1,27,43
17559,2024-05-26,RT2,17,29
17559,2024-05-26,RT3,10,19
17559,2024-05-26,RT4,2,5
16558,2024-05-27,RT1,14,25
16558,2024-05-27,RT2,15,29
16558,2024-05-27,RT3,12,20
16558,2024-05-27,RT4,2,5
16559,2024-05-27,RT1,16,31
16559,2024-05-27,RT2,10,20
16559,2024-05-27,RT3,11,20
16559,2024-05-27,RT4,4,8
16560,2024-05-27,RT1,23,43
16560,2024-05-27,RT2,11,18
16560,2024-05-27,RT3,4,10
16560,2024-05-27,RT4,3,6
16561,2024-05-27,RT1,18,29
16561,2024-05-27,RT2,19,34
16561,2024-05-27,RT3,7,16
16561,2024-05-27,RT4,3,6
16562,2024-05-27,RT1,20,32
16562,2024-05-27,RT2,11,19
16562,2024-05-27,RT3,6,11
16562,2024-05-27,RT4,2,5
16563,2024-05-27,RT1,20,36
16563,2024-05-27,RT2,10,19
16563,2024-05-27,RT3,10,21
16563,2024-05-27,RT4,4,7
17558,2024-05-27,RT1,19,34
17558,2024-05-27,RT2,16,28
17558,2024-05-27,RT3,8,17
17558,2024-05-27,RT4,2,4
17559,2024-05-27,RT1,16,31
17559,2024-05-27,RT2,17,31
17559,2024-05-27,RT3,9,14
17559,2024-05-27,RT4,3,7
16558,2024-05-28,RT1,18,30
16558,2024-05-28,RT2,20,32
16558,2024-05-28,RT3,12,19
16558,2024-05-28,RT4,5,8
16559,2024-05-28,RT1,20,41
16559,2024-05-28,RT2,14,29
16559,2024-05-28,RT3,7,13
16559,2024-05-28,RT4,4,8
16560,2024-05-28,RT1,19,39
16560,2024-05-28,RT2,16,30
16560,2024-05-28,RT3,6,12
16560,2024-05-28,RT4,2,4
16561,2024-05-28,RT1,21,35
16561,2024-05-28,RT2,19,33
16561,2024-05-28,RT3,7,12
16561,2024-05-28,RT4,2,5
16562,2024-05-28,RT1,14,28
16562,2024-05-28,RT2,13,24
16562,2024-05-28,RT3,11,19
16562,2024-05-28,RT4,2,5
16563,2024-05-28,RT1,24,42
16563,2024-05-28,RT2,12,24
16563,2024-05-28,RT3,8,15
16563,2024-05-28,RT4,2,6
17558,2024-05-28,RT1,20,32
17558,2024-05-28,RT2,14,24
17558,2024-05-28,RT3,7,12
17558,2024-05-28,RT4,3,6
17559,2024-05-28,RT1,26,43
17559,2024-05-28,RT2,14,25
17559,2024-05-28,RT3,8,16
17559,2024-05-28,RT4,4,7
16558,2024-05-29,RT1,19,36
16558,2024-05-29,RT2,17,32
16558,2024-05-29,RT3,6,13
16558,2024-05-29,RT4,5,8
16559,2024-05-29,RT1,25,43
16559,2024-05-29,RT2,19,33
16559,2024-05-29,RT3,6,14
16559,2024-05-29,RT4,2,5
16560,2024-05-29,RT1,24,38
16560,2024-05-29,RT2,16,27
16560,2024-05-29,RT3,7,12
16560,2024-05-29,RT4,2,5
16561,2024-05-29,RT1,18,29
16561,2024-05-29,RT2,19,34
16561,2024-05-29,RT3,5,10
16561,2024-05-29,RT4,2,4
16562,2024-05-29,RT1,20,32
16562,2024-05-29,RT2,20,35
16562,2024-05-29,RT3,8,14
16562,2024-05-29,RT4,3,5
16563,2024-05-29,RT1,16,29
16563,2024-05-29,RT2,16,32
16563,2024-05-29,RT3,9,17
16563,2024-05-29,RT4,4,7
17558,2024-05-29,RT1,18,30
17558,2024-05-29,RT2,15,24
17558,2024-05-29,RT3,9,18
17558,2024-05-29,RT4,3,6
17559,2024-05-29,RT1,24,39
17559,2024-05-29,RT2,19,32
17559,2024-05-29,RT3,9,18
17559,2024-05-29,RT4,3,8
16558,2024-05-30,RT1,21,39
16558,2024-05-30,RT2,10,19
16558,2024-05-30,RT3,6,12
16558,2024-05-30,RT4,2,5
16559,2024-05-30,RT1,18,30
16559,2024-05-30,RT2,16,35
16559,2024-05-30,RT3,12,20
16559,2024-05-30,RT4,3,7
16560,2024-05-30,RT1,17,30
16560,2024-05-30,RT2,12,19
16560,2024-05-30,RT3,9,18
16560,2024-05-30,RT4,4,7
16561,2024-05-30,RT1,21,35
16561,2024-05-30,RT2,10,19
16561,2024-05-30,RT3,10,16
16561,2024-05-30,RT4,2,5
16562,2024-05-30,RT1,17,35
16562,2024-05-30,RT2,12,24
16562,2024-05-30,RT3,12,20
16562,2024-05-30,RT4,3,6
16563,2024-05-30,RT1,19,39
16563,2024-05-30,RT2,12,27
16563,2024-05-30,RT3,9,16
16563,2024-05-30,RT4,2,4
17558,2024-05-30,RT1,17,33
17558,2024-05-30,RT2,14,26
17558,2024-05-30,RT3,10,19
17558,2024-05-30,RT4,3,5
17559,2024-05-30,RT1,15,29
17559,2024-05-30,RT2,12,24
17559,2024-05-30,RT3,10,22
17559,2024-05-30,RT4,3,7
16558,2024-05-31,RT1,18,26
16558,2024-05-31,RT2,24,34
16558,2024-05-31,RT3,16,20
16558,2024-05-31,RT4,6,8
16559,2024-05-31,RT1,19,25
16559,2024-05-31,RT2,16,20
16559,2024-05-31,RT3,11,15
16559,2024-05-31,RT4,3,4
16560,2024-05-31,RT1,34,43
16560,2024-05-31,RT2,21,28
16560,2024-05-31,RT3,8,12
16560,2024-05-31,RT4,4,6
16561,2024-05-31,RT1,23,28
16561,2024-05-31,RT2,14,21
16561,2024-05-31,RT3,12,16
16561,2024-05-31,RT4,2,4
16562,2024-05-31,RT1,23,32
16562,2024-05-31,RT2,26,34
16562,2024-05-31,RT3,15,19
16562,2024-05-31,RT4,3,4
16563,2024-05-31,RT1,28,40
16563,2024-05-31,RT2,21,27
16563,2024-05-31,RT3,13,19
16563,2024-05-31,RT4,3,4
17558,2024-05-31,RT1,34,43
17558,2024-05-31,RT2,16,21
17558,2024-05-31,RT3,14,18
17558,2024-05-31,RT4,4,6
17559,2024-05-31,RT1,26,35
17559,2024-05-31,RT2,14,18
17559,2024-05-31,RT3,11,16
17559,2024-05-31,RT4,5,7
16558,2024-06-01,RT1,29,36
16558,2024-06-01,RT2,18,25
16558,2024-06-01,RT3,8,11
16558,2024-06-01,RT4,4,7
16559,2024-06-01,RT1,28,39
16559,2024-06-01,RT2,28,35
16559,2024-06-01,RT3,6,10
16559,2024-06-01,RT4,5,7
16560,2024-06-01,RT1,30,42
16560,2024-06-01,RT2,20,26
16560,2024-06-01,RT3,12,17
16560,2024-06-01,RT4,2,4
16561,2024-06-01,RT1,22,30
16561,2024-06-01,RT2,18,26
16561,2024-06-01,RT3,10,14
16561,2024-06-01,RT4,5,6
16562,2024-06-01,RT1,27,35
16562,2024-06-01,RT2,18,26
16562,2024-06-01,RT3,14,17
16562,2024-06-01,RT4,5,7
16563,2024-06-01,RT1,20,27
16563,2024-06-01,RT2,18,25
16563,2024-06-01,RT3,13,19
16563,2024-06-01,RT4,6,8
17558,2024-06-01,RT1,22,27
17558,2024-06-01,RT2,25,32
17558,2024-06-01,RT3,7,11
17558,2024-06-01,RT4,5,8
17559,2024-06-01,RT1,32,41
17559,2024-06-01,RT2,16,23
17559,2024-06-01,RT3,9,11
17559,2024-06-01,RT4,4,5
16558,2024-06-02,RT1,26,44
16558,2024-06-02,RT2,15,29
16558,2024-06-02,RT3,8,15
16558,2024-06-02,RT4,3,7
16559,2024-06-02,RT1,20,37
16559,2024-06-02,RT2,17,28
16559,2024-06-02,RT3,8,18
16559,2024-06-02,RT4,2,5
16560,2024-06-02,RT1,21,39
16560,2024-06-02,RT2,18,34
16560,2024-06-02,RT3,10,18
16560,2024-06-02,RT4,4,7
16561,2024-06-02,RT1,15,28
16561,2024-06-02,RT2,11,21
16561,2024-06-02,RT3,9,16
16561,2024-06-02,RT4,2,4
16562,2024-06-02,RT1,15,30
16562,2024-06-02,RT2,13,27
16562,2024-06-02,RT3,7,12
16562,2024-06-02,RT4,4,7
16563,2024-06-02,RT1,28,44
16563,2024-06-02,RT2,14,29
16563,2024-06-02,RT3,13,21
16563,2024-06-02,RT4,3,7
17558,2024-06-02,RT1,15,32
17558,2024-06-02,RT2,16,29
17558,2024-06-02,RT3,8,18
17558,2024-06-02,RT4,2,6
17559,2024-06-02,RT1,26,44
17559,2024-06-02,RT2,17,32
17559,2024-06-02,RT3,10,18
17559,2024-06-02,RT4,2,4
16558,2024-06-03,RT1,18,33
16558,2024-06-03,RT2,20,34
16558,2024-06-03,RT3,9,16
16558,2024-06-03,RT4,2,5
16559,2024-06-03,RT1,15,29
16559,2024-06-03,RT2,18,34
16559,2024-06-03,RT3,8,17
16559,2024-06-03,RT4,4,7
16560,2024-06-03,RT1,16,30
16560,2024-06-03,RT2,9,19
16560,2024-06-03,RT3,8,18
16560,2024-06-03,RT4,4,8
16561,2024-06-03,RT1,22,36
16561,2024-06-03,RT2,11,20
16561,2024-06-03,RT3,8,13
16561,2024-06-03,RT4,3,7
16562,2024-06-03,RT1,15,27
16562,2024-06-03,RT2,20,34
16562,2024-06-03,RT3,10,17
16562,2024-06-03,RT4,2,5
16563,2024-06-03,RT1,26,44
16563,2024-06-03,RT2,21,35
16563,2024-06-03,RT3,8,18
16563,2024-06-03,RT4,2,5
17558,2024-06-03,RT1,13,27
17558,2024-06-03,RT2,19,32
17558,2024-06-03,RT3,9,15
17558,2024-06-03,RT4,2,4
17559,2024-06-03,RT1,18,33
17559,2024-06-03,RT2,15,32
17559,2024-06-03,RT3,11,21
17559,2024-06-03,RT4,3,7
16558,2024-06-04,RT1,13,25
16558,2024-06-04,RT2,11,22
16558,2024-06-04,RT3,8,17
16558,2024-06-04,RT4,5,8
16559,2024-06-04,RT1,22,44
16559,2024-06-04,RT2,18,32
16559,2024-06-04,RT3,12,20
16559,2024-06-04,RT4,5,8
16560,2024-06-04,RT1,19,30
16560,2024-06-04,RT2,11,19
16560,2024-06-04,RT3,6,13
16560,2024-06-04,RT4,3,6
16561,2024-06-04,RT1,21,35
16561,2024-06-04,RT2,17,33
16561,2024-06-04,RT3,13,21
16561,2024-06-04,RT4,4,8
16562,2024-06-04,RT1,23,42
16562,2024-06-04,RT2,17,35
16562,2024-06-04,RT3,7,14
16562,2024-06-04,RT4,2,4
16563,2024-06-04,RT1,17,30
16563,2024-06-04,RT2,12,21
16563,2024-06-04,RT3,10,20
16563,2024-06-04,RT4,2,5
17558,2024-06-04,RT1,16,27
17558,2024-06-04,RT2,19,34
17558,2024-06-04,RT3,9,17
17558,2024-06-04,RT4,2,5
17559,2024-06-04,RT1,19,35
17559,2024-06-04,RT2,11,22
17559,2024-06-04,RT3,7,15
17559,2024-06-04,RT4,2,4
16558,2024-06-05,RT1,24,39
16558,2024-06-05,RT2,12,20
16558,2024-06-05,RT3,5,11
16558,2024-06-05,RT4,3,5
16559,2024-06-05,RT1,23,43
16559,2024-06-05,RT2,10,20
16559,2024-06-05,RT3,7,14
16559,2024-06-05,RT4,2,4
16560,2024-06-05,RT1,19,36
16560,2024-06-05,RT2,12,21
16560,2024-06-05,RT3,8,17
16560,2024-06-05,RT4,4,8
16561,2024-06-05,RT1,21,37
16561,2024-06-05,RT2,18,30
16561,2024-06-05,RT3,9,16
16561,2024-06-05,RT4,2,5
16562,2024-06-05,RT1,21,42
16562,2024-06-05,RT2,16,27
16562,2024-06-05,RT3,11,18
16562,2024-06-05,RT4,5,8
16563,2024-06-05,RT1,16,32
16563,2024-06-05,RT2,15,24
16563,2024-06-05,RT3,11,19
16563,2024-06-05,RT4,4,8
17558,2024-06-05,RT1,23,41
17558,2024-06-05,RT2,9,20
17558,2024-06-05,RT3,8,15
17558,2024-06-05,RT4,2,4
17559,2024-06-05,RT1,26,43
17559,2024-06-05,RT2,19,34
17559,2024-06-05,RT3,6,10
17559,2024-06-05,RT4,3,7
16558,2024-06-06,RT1,23,40
16558,2024-06-06,RT2,15,26
16558,2024-06-06,RT3,9,16
16558,2024-06-06,RT4,3,6
16559,2024-06-06,RT1,16,34
16559,2024-06-06,RT2,14,23
16559,2024-06-06,RT3,12,22
16559,2024-06-06,RT4,2,5
16560,2024-06-06,RT1,20,38
16560,2024-06-06,RT2,16,30
16560,2024-06-06,RT3,11,21
16560,2024-06-06,RT4,4,8
16561,2024-06-06,RT1,22,43
16561,2024-06-06,RT2,16,33
16561,2024-06-06,RT3,6,11
16561,2024-06-06,RT4,3,7
16562,2024-06-06,RT1,21,34
16562,2024-06-06,RT2,20,33
16562,2024-06-06,RT3,6,10
16562,2024-06-06,RT4,4,8
16563,2024-06-06,RT1,12,25
16563,2024-06-06,RT2,16,31
16563,2024-06-06,RT3,11,22
16563,2024-06-06,RT4,2,5
17558,2024-06-06,RT1,21,41
17558,2024-06-06,RT2,14,23
17558,2024-06-06,RT3,11,22
17558,2024-06-06,RT4,2,6
17559,2024-06-06,RT1,21,41
17559,2024-06-06,RT2,14,25
17559,2024-06-06,RT3,10,20
17559,2024-06-06,RT4,3,7
16558,2024-06-07,RT1,25,35
16558,2024-06-07,RT2,20,29
16558,2024-06-07,RT3,15,19
16558,2024-06-07,RT4,3,5
16559,2024-06-07,RT1,23,28
16559,2024-06-07,RT2,16,20
16559,2024-06-07,RT3,7,10
16559,2024-06-07,RT4,3,5
16560,2024-06-07,RT1,20,28
16560,2024-06-07,RT2,26,34
16560,2024-06-07,RT3,17,22
16560,2024-06-07,RT4,5,8
16561,2024-06-07,RT1,30,43
16561,2024-06-07,RT2,16,21
16561,2024-06-07,RT3,9,12
16561,2024-06-07,RT4,6,8
16562,2024-06-07,RT1,22,29
16562,2024-06-07,RT2,14,21
16562,2024-06-07,RT3,15,19
16562,2024-06-07,RT4,4,6
16563,2024-06-07,RT1,19,25
16563,2024-06-07,RT2,22,30
16563,2024-06-07,RT3,11,14
16563,2024-06-07,RT4,6,8
17558,2024-06-07,RT1,28,34
17558,2024-06-07,RT2,14,19
17558,2024-06-07,RT3,9,12
17558,2024-06-07,RT4,5,8
17559,2024-06-07,RT1,23,29
17559,2024-06-07,RT2,17,23
17559,2024-06-07,RT3,11,15
17559,2024-06-07,RT4,5,7
16558,2024-06-08,RT1,19,26
16558,2024-06-08,RT2,19,28
16558,2024-06-08,RT3,12,15
16558,2024-06-08,RT4,5,8
16559,2024-06-08,RT1,21,29
16559,2024-06-08,RT2,21,26
16559,2024-06-08,RT3,7,10
16559,2024-06-08,RT4,3,4
16560,2024-06-08,RT1,29,40
16560,2024-06-08,RT2,14,20
16560,2024-06-08,RT3,11,16
16560,2024-06-08,RT4,5,6
16561,2024-06-08,RT1,31,44
16561,2024-06-08,RT2,17,25
16561,2024-06-08,RT3,9,14
16561,2024-06-08,RT4,6,8
16562,2024-06-08,RT1,32,40
16562,2024-06-08,RT2,20,26
16562,2024-06-08,RT3,10,15
16562,2024-06-08,RT4,4,5
16563,2024-06-08,RT1,22,28
16563,2024-06-08,RT2,23,33
16563,2024-06-08,RT3,14,18
16563,2024-06-08,RT4,3,4
17558,2024-06-08,RT1,30,44
17558,2024-06-08,RT2,23,31
17558,2024-06-08,RT3,11,16
17558,2024-06-08,RT4,5,7
17559,2024-06-08,RT1,31,38
17559,2024-06-08,RT2,27,34
17559,2024-06-08,RT3,15,20
17559,2024-06-08,RT4,3,4
16558,2024-06-09,RT1,18,30
16558,2024-06-09,RT2,10,21
16558,2024-06-09,RT3,6,10
16558,2024-06-09,RT4,3,6
16559,2024-06-09,RT1,17,31
16559,2024-06-09,RT2,17,33
16559,2024-06-09,RT3,9,15
16559,2024-06-09,RT4,5,8
16560,2024-06-09,RT1,21,38
16560,2024-06-09,RT2,16,27
16560,2024-06-09,RT3,10,18
16560,2024-06-09,RT4,4,8
16561,2024-06-09,RT1,18,30
16561,2024-06-09,RT2,14,23
16561,2024-06-09,RT3,7,13
16561,2024-06-09,RT4,3,5
16562,2024-06-09,RT1,25,44
16562,2024-06-09,RT2,20,35
16562,2024-06-09,RT3,6,10
16562,2024-06-09,RT4,2,4
16563,2024-06-09,RT1,16,31
16563,2024-06-09,RT2,11,23
16563,2024-06-09,RT3,9,20
16563,2024-06-09,RT4,3,5
17558,2024-06-09,RT1,16,30
17558,2024-06-09,RT2,11,18
17558,2024-06-09,RT3,6,14
17558,2024-06-09,RT4,2,4
17559,2024-06-09,RT1,27,44
17559,2024-06-09,RT2,18,32
17559,2024-06-09,RT3,9,14
17559,2024-06-09,RT4,4,7
16558,2024-06-10,RT1,16,28
16558,2024-06-10,RT2,17,35
16558,2024-06-10,RT3,9,15
16558,2024-06-10,RT4,3,6
16559,2024-06-10,RT1,23,38
16559,2024-06-10,RT2,18,31
16559,2024-06-10,RT3,5,10
16559,2024-06-10,RT4,1,4
16560,2024-06-10,RT1,17,32
16560,2024-06-10,RT2,14,24
16560,2024-06-10,RT3,8,15
16560,2024-06-10,RT4,3,6
16561,2024-06-10,RT1,21,44
16561,2024-06-10,RT2,16,27
16561,2024-06-10,RT3,10,20
16561,2024-06-10,RT4,3,5
16562,2024-06-10,RT1,24,44
16562,2024-06-10,RT2,13,28
16562,2024-06-10,RT3,10,19
16562,2024-06-10,RT4,3,8
16563,2024-06-10,RT1,19,36
16563,2024-06-10,RT2,21,34
16563,2024-06-10,RT3,11,22
16563,2024-06-10,RT4,5,8
17558,2024-06-10,RT1,22,43
17558,2024-06-10,RT2,17,34
17558,2024-06-10,RT3,11,21
17558,2024-06-10,RT4,3,5
17559,2024-06-10,RT1,14,28
17559,2024-06-10,RT2,9,18
17559,2024-06-10,RT3,7,13
17559,2024-06-10,RT4,4,7
16558,2024-06-11,RT1,25,40
16558,2024-06-11,RT2,19,31
16558,2024-06-11,RT3,5,10
16558,2024-06-11,RT4,3,7
16559,2024-06-11,RT1,23,38
16559,2024-06-11,RT2,10,18
16559,2024-06-11,RT3,13,22
16559,2024-06-11,RT4,4,8
16560,2024-06-11,RT1,20,33
16560,2024-06-11,RT2,11,20
16560,2024-06-11,RT3,11,17
16560,2024-06-11,RT4,3,6
16561,2024-06-11,RT1,25,40
16561,2024-06-11,RT2,11,20
16561,2024-06-11,RT3,5,10
16561,2024-06-11,RT4,3,6
16562,2024-06-11,RT1,23,43
16562,2024-06-11,RT2,16,30
16562,2024-06-11,RT3,7,11
16562,2024-06-11,RT4,3,5
16563,2024-06-11,RT1,14,31
16563,2024-06-11,RT2,15,30
16563,2024-06-11,RT3,10,19
16563,2024-06-11,RT4,3,6
17558,2024-06-11,RT1,19,36
17558,2024-06-11,RT2,18,30
17558,2024-06-11,RT3,7,14
17558,2024-06-11,RT4,3,6
17559,2024-06-11,RT1,17,30
17559,2024-06-11,RT2,9,20
17559,2024-06-11,RT3,10,17
17559,2024-06-11,RT4,3,5
16558,2024-06-12,RT1,21,34
16558,2024-06-12,RT2,17,30
16558,2024-06-12,RT3,9,17
16558,2024-06-12,RT4,4,8
16559,2024-06-12,RT1,22,36
16559,2024-06-12,RT2,16,33
16559,2024-06-12,RT3,11,18
16559,2024-06-12,RT4,4,8
16560,2024-06-12,RT1,16,26
16560,2024-06-12,RT2,17,28
16560,2024-06-12,RT3,10,19
16560,2024-06-12,RT4,3,5
16561,2024-06-12,RT1,14,30
16561,2024-06-12,RT2,14,28
16561,2024-06-12,RT3,10,22
16561,2024-06-12,RT4,2,5
16562,2024-06-12,RT1,21,35
16562,2024-06-12,RT2,16,32
16562,2024-06-12,RT3,11,21
16562,2024-06-12,RT4,4,7
16563,2024-06-12,RT1,17,32
16563,2024-06-12,RT2,14,24
16563,2024-06-12,RT3,9,14
16563,2024-06-12,RT4,3,7
17558,2024-06-12,RT1,23,39
17558,2024-06-12,RT2,16,34
17558,2024-06-12,RT3,10,19
17558,2024-06-12,RT4,3,7
17559,2024-06-12,RT1,21,33
17559,2024-06-12,RT2,16,32
17559,2024-06-12,RT3,10,17
17559,2024-06-12,RT4,4,8
16558,2024-06-13,RT1,18,35
16558,2024-06-13,RT2,19,34
16558,2024-06-13,RT3,10,21
16558,2024-06-13,RT4,5,8
16559,2024-06-13,RT1,22,41
16559,2024-06-13,RT2,10,21
16559,2024-06-13,RT3,12,20
16559,2024-06-13,RT4,3,6
16560,2024-06-13,RT1,13,25
16560,2024-06-13,RT2,14,28
16560,2024-06-13,RT3,9,20
16560,2024-06-13,RT4,3,7
16561,2024-06-13,RT1,23,40
16561,2024-06-13,RT2,20,32
16561,2024-06-13,RT3,6,13
16561,2024-06-13,RT4,3,5
16562,2024-06-13,RT1,26,42
16562,2024-06-13,RT2,10,21
16562,2024-06-13,RT3,7,13
16562,2024-06-13,RT4,4,8
16563,2024-06-13,RT1,19,32
16563,2024-06-13,RT2,15,27
16563,2024-06-13,RT3,10,21
16563,2024-06-13,RT4,2,4
17558,2024-06-13,RT1,17,33
17558,2024-06-13,RT2,16,32
17558,2024-06-13,RT3,10,17
17558,2024-06-13,RT4,4,8
17559,2024-06-13,RT1,21,40
17559,2024-06-13,RT2,11,18
17559,2024-06-13,RT3,9,18
17559,2024-06-13,RT4,2,5
16558,2024-06-14,RT1,26,33
16558,2024-06-14,RT2,24,33
16558,2024-06-14,RT3,10,15
16558,2024-06-14,RT4,4,6
16559,2024-06-14,RT1,29,38
16559,2024-06-14,RT2,15,18
16559,2024-06-14,RT3,9,13
16559,2024-06-14,RT4,6,8
16560,2024-06-14,RT1,22,28
16560,2024-06-14,RT2,19,24
16560,2024-06-14,RT3,12,17
16560,2024-06-14,RT4,4,6
16561,2024-06-14,RT1,30,39
16561,2024-06-14,RT2,12,19
16561,2024-06-14,RT3,11,16
16561,2024-06-14,RT4,4,6
16562,2024-06-14,RT1,20,28
16562,2024-06-14,RT2,17,23
16562,2024-06-14,RT3,8,12
16562,2024-06-14,RT4,3,5
16563,2024-06-14,RT1,30,38
16563,2024-06-14,RT2,18,26
16563,2024-06-14,RT3,12,17
16563,2024-06-14,RT4,6,8
17558,2024-06-14,RT1,18,26
17558,2024-06-14,RT2,19,25
17558,2024-06-14,RT3,10,14
17558,2024-06-14,RT4,6,8
17559,2024-06-14,RT1,18,26
17559,2024-06-14,RT2,14,18
17559,2024-06-14,RT3,16,22
17559,2024-06-14,RT4,2,4
16558,2024-06-15,RT1,28,38
16558,2024-06-15,RT2,22,28
16558,2024-06-15,RT3,7,11
16558,2024-06-15,RT4,6,8
16559,2024-06-15,RT1,30,36
16559,2024-06-15,RT2,16,21
16559,2024-06-15,RT3,14,18
16559,2024-06-15,RT4,6,8
16560,2024-06-15,RT1,27,35
16560,2024-06-15,RT2,22,30
16560,2024-06-15,RT3,9,11
16560,2024-06-15,RT4,4,5
16561,2024-06-15,RT1,22,30
16561,2024-06-15,RT2,18,25
16561,2024-06-15,RT3,17,21
16561,2024-06-15,RT4,5,7
16562,2024-06-15,RT1,26,34
16562,2024-06-15,RT2,16,24
16562,2024-06-15,RT3,9,13
16562,2024-06-15,RT4,4,5
16563,2024-06-15,RT1,23,31
16563,2024-06-15,RT2,15,19
16563,2024-06-15,RT3,11,15
16563,2024-06-15,RT4,5,7
17558,2024-06-15,RT1,26,36
17558,2024-06-15,RT2,17,24
17558,2024-06-15,RT3,15,22
17558,2024-06-15,RT4,5,8
17559,2024-06-15,RT1,25,34
17559,2024-06-15,RT2,17,21
17559,2024-06-15,RT3,12,16
17559,2024-06-15,RT4,3,4
16558,2024-06-16,RT1,20,37
16558,2024-06-16,RT2,19,31
16558,2024-06-16,RT3,9,17
16558,2024-06-16,RT4,3,5
16559,2024-06-16,RT1,22,34
16559,2024-06-16,RT2,12,19
16559,2024-06-16,RT3,6,12
16559,2024-06-16,RT4,3,6
16560,2024-06-16,RT1,21,40
16560,2024-06-16,RT2,13,22
16560,2024-06-16,RT3,13,22
16560,2024-06-16,RT4,2,5
16561,2024-06-16,RT1,22,40
16561,2024-06-16,RT2,13,24
16561,2024-06-16,RT3,12,19
16561,2024-06-16,RT4,3,7
16562,2024-06-16,RT1,19,30
16562,2024-06-16,RT2,13,28
16562,2024-06-16,RT3,11,20
16562,2024-06-16,RT4,4,7
16563,2024-06-16,RT1,16,33
16563,2024-06-16,RT2,16,32
16563,2024-06-16,RT3,9,16
16563,2024-06-16,RT4,2,4
17558,2024-06-16,RT1,21,42
17558,2024-06-16,RT2,20,34
17558,2024-06-16,RT3,12,20
17558,2024-06-16,RT4,2,6
17559,2024-06-16,RT1,15,32
17559,2024-06-16,RT2,15,29
17559,2024-06-16,RT3,9,16
17559,2024-06-16,RT4,3,5
16558,2024-06-17,RT1,23,41
16558,2024-06-17,RT2,14,24
16558,2024-06-17,RT3,14,22
16558,2024-06-17,RT4,1,4
16559,2024-06-17,RT1,26,42
16559,2024-06-17,RT2,15,31
16559,2024-06-17,RT3,10,20
16559,2024-06-17,RT4,3,7
16560,2024-06-17,RT1,17,32
16560,2024-06-17,RT2,17,27
16560,2024-06-17,RT3,5,12
16560,2024-06-17,RT4,2,4
16561,2024-06-17,RT1,21,43
16561,2024-06-17,RT2,12,20
16561,2024-06-17,RT3,9,17
16561,2024-06-17,RT4,4,7
16562,2024-06-17,RT1,22,38
16562,2024-06-17,RT2,12,25
16562,2024-06-17,RT3,9,17
16562,2024-06-17,RT4,2,4
16563,2024-06-17,RT1,15,29
16563,2024-06-17,RT2,9,19
16563,2024-06-17,RT3,10,21
16563,2024-06-17,RT4,2,4
17558,2024-06-17,RT1,23,43
17558,2024-06-17,RT2,15,30
17558,2024-06-17,RT3,10,21
17558,2024-06-17,RT4,2,4
17559,2024-06-17,RT1,19,37
17559,2024-06-17,RT2,14,22
17559,2024-06-17,RT3,12,19
17559,2024-06-17,RT4,4,8
16558,2024-06-18,RT1,26,43
16558,2024-06-18,RT2,19,35
16558,2024-06-18,RT3,4,10
16558,2024-06-18,RT4,2,4
16559,2024-06-18,RT1,23,37
16559,2024-06-18,RT2,19,35
16559,2024-06-18,RT3,6,11
16559,2024-06-18,RT4,4,7
16560,2024-06-18,RT1,12,25
16560,2024-06-18,RT2,20,32
16560,2024-06-18,RT3,10,20
16560,2024-06-18,RT4,3,6
16561,2024-06-18,RT1,19,32
16561,2024-06-18,RT2,16,28
16561,2024-06-18,RT3,6,11
