booking_id,property_id,booking_date,check_in_date,checkout_date,no_guests,room_category,booking_platform,ratings_given,booking_status,revenue_generated,revenue_realized
BK101619,17558,2024-04-25,2024-05-04,2024-05-05,1,RT2,Logtrip,1,Checked Out,7383.68,7383.68
BK101620,17558,2024-05-03,2024-05-04,2024-05-05,1,RT2,MakeMyTrip,4,Checked Out,7695.57,7695.57
BK101621,17558,2024-04-21,2024-05-04,2024-05-06,1,RT2,Booking.com,,Cancelled,7831.05,783.11
BK101622,17558,2024-04-20,2024-05-04,2024-05-05,4,RT2,MakeMyTrip,,Cancelled,7792.64,779.26
BK101623,17558,2024-05-02,2024-05-04,2024-05-06,1,RT3,Booking.com,4,Checked Out,10519.85,10519.85
BK101624,17558,2024-04-25,2024-05-04,2024-05-06,1,RT3,MakeMyTrip,4,Checked Out,11535.24,11535.24
BK101625,17558,2024-04-21,2024-05-04,2024-05-07,2,RT3,MakeMyTrip,4,Checked Out,11379.1,11379.1
BK101626,17558,2024-04-27,2024-05-04,2024-05-05,2,RT3,JourneyHub,5,Checked Out,10628.53,10628.53
BK101627,17558,2024-04-24,2024-05-04,2024-05-06,4,RT3,Direct Online,4,Checked Out,11329.74,11329.74
BK101628,17558,2024-05-01,2024-05-04,2024-05-07,1,RT3,Direct Online,4,Checked Out,11076.7,11076.7
BK101629,17558,2024-04-30,2024-05-04,2024-05-06,1,RT3,Booking.com,3,Checked Out,10806.34,10806.34
BK101630,17558,2024-05-01,2024-05-04,2024-05-07,1,RT3,Booking.com,4,Checked Out,10935.63,10935.63
BK101631,17558,2024-04-26,2024-05-04,2024-05-05,2,RT3,Booking.com,4,Checked Out,11091.89,11091.89
BK101632,17558,2024-05-02,2024-05-04,2024-05-05,1,RT3,Tripster,5,Checked Out,10505.61,10505.61
BK101633,17558,2024-04-26,2024-05-04,2024-05-05,1,RT3,Direct Online,3,Checked Out,11285.34,11285.34
BK101634,17558,2024-04-20,2024-05-04,2024-05-06,4,RT4,Booking.com,5,Checked Out,17973.44,17973.44
BK101635,17558,2024-04-26,2024-05-04,2024-05-07,1,RT4,Logtrip,3,Checked Out,18316.43,18316.43
BK101636,17558,2024-04-24,2024-05-04,2024-05-07,2,RT4,Direct Offline,,Cancelled,17897.44,1789.74
BK101637,17559,2024-04-25,2024-05-04,2024-05-05,2,RT1,Direct Offline,5,Checked Out,4713.34,4713.34
BK101638,17559,2024-04-20,2024-05-04,2024-05-07,3,RT1,Direct Online,4,Checked Out,4355.4,4355.4
BK101639,17559,2024-04-21,2024-05-04,2024-05-05,2,RT1,Booking.com,,Cancelled,4555.06,455.51
BK101640,17559,2024-04-27,2024-05-04,2024-05-07,1,RT1,MakeMyTrip,4,Checked Out,4520.21,4520.21
BK101641,17559,2024-05-02,2024-05-04,2024-05-05,1,RT1,Tripster,3,Checked Out,4304.5,4304.5
BK101642,17559,2024-05-03,2024-05-04,2024-05-05,3,RT1,Booking.com,4,Checked Out,4309.78,4309.78
BK101643,17559,2024-04-22,2024-05-04,2024-05-07,3,RT1,Tripster,4,Checked Out,4605.8,4605.8
BK101644,17559,2024-05-01,2024-05-04,2024-05-06,1,RT1,MakeMyTrip,,Cancelled,4487.07,448.71
BK101645,17559,2024-05-02,2024-05-04,2024-05-06,3,RT1,MakeMyTrip,4,Checked Out,4467.33,4467.33
BK101646,17559,2024-04-30,2024-05-04,2024-05-07,2,RT1,MakeMyTrip,,Cancelled,4576.58,457.66
BK101647,17559,2024-05-01,2024-05-04,2024-05-05,3,RT1,Logtrip,4,Checked Out,4543.2,4543.2
BK101648,17559,2024-04-20,2024-05-04,2024-05-05,1,RT1,Direct Online,,Cancelled,4281.38,428.14
BK101649,17559,2024-04-24,2024-05-04,2024-05-06,4,RT1,Direct Online,4,Checked Out,4384.68,4384.68
BK101650,17559,2024-04-25,2024-05-04,2024-05-06,4,RT1,Booking.com,3,Checked Out,4700.03,4700.03
BK101651,17559,2024-04-20,2024-05-04,2024-05-07,1,RT1,MakeMyTrip,,Cancelled,4683.71,468.37
BK101652,17559,2024-04-21,2024-05-04,2024-05-05,1,RT1,Tripster,,No Show,4582.24,2291.12
BK101653,17559,2024-04-30,2024-05-04,2024-05-06,4,RT1,MakeMyTrip,5,Checked Out,4308.99,4308.99
BK101654,17559,2024-04-24,2024-05-04,2024-05-07,1,RT1,Booking.com,2,Checked Out,4667.72,4667.72
BK101655,17559,2024-04-25,2024-05-04,2024-05-07,3,RT2,Logtrip,4,Checked Out,7377.58,7377.58
BK101656,17559,2024-04-28,2024-05-04,2024-05-06,1,RT2,Booking.com,,Cancelled,7800.23,780.02
BK101657,17559,2024-04-21,2024-05-04,2024-05-07,2,RT2,MakeMyTrip,5,Checked Out,7302.98,7302.98
BK101658,17559,2024-04-29,2024-05-04,2024-05-07,3,RT2,Tripster,5,Checked Out,7807.36,7807.36
BK101659,17559,2024-04-25,2024-05-04,2024-05-06,3,RT2,Direct Offline,5,Checked Out,7201.93,7201.93
BK101660,17559,2024-05-03,2024-05-04,2024-05-06,2,RT2,MakeMyTrip,5,Checked Out,7696.71,7696.71
BK101661,17559,2024-04-28,2024-05-04,2024-05-05,1,RT2,Logtrip,,Cancelled,7551.52,755.15
BK101662,17559,2024-04-30,2024-05-04,2024-05-07,2,RT2,Logtrip,4,Checked Out,7350.98,7350.98
BK101663,17559,2024-04-29,2024-05-04,2024-05-07,1,RT2,Tripster,5,Checked Out,7550.17,7550.17
BK101664,17559,2024-05-01,2024-05-04,2024-05-07,4,RT2,Tripster,3,Checked Out,7529.97,7529.97
BK101665,17559,2024-04-23,2024-05-04,2024-05-06,3,RT2,MakeMyTrip,,Cancelled,7150.85,715.09
BK101666,17559,2024-05-03,2024-05-04,2024-05-05,2,RT2,Logtrip,3,Checked Out,7199.57,7199.57
BK101667,17559,2024-05-02,2024-05-04,2024-05-07,2,RT2,Direct Offline,5,Checked Out,7832.52,7832.52
BK101668,17559,2024-04-21,2024-05-04,2024-05-06,1,RT2,MakeMyTrip,1,Checked Out,7184.2,7184.2
BK101669,17559,2024-04-28,2024-05-04,2024-05-05,4,RT2,Logtrip,,Cancelled,7232.76,723.28
BK101670,17559,2024-04-30,2024-05-04,2024-05-05,1,RT2,Booking.com,5,Checked Out,7828.97,7828.97
BK101671,17559,2024-04-28,2024-05-04,2024-05-06,4,RT2,Booking.com,4,Checked Out,7505.43,7505.43
BK101672,17559,2024-04-25,2024-05-04,2024-05-07,1,RT2,Booking.com,4,Checked Out,7280.39,7280.39
BK101673,17559,2024-04-30,2024-05-04,2024-05-07,1,RT2,MakeMyTrip,4,Checked Out,7565.36,7565.36
BK101674,17559,2024-04-24,2024-05-04,2024-05-07,4,RT2,Direct Online,,Cancelled,7590.42,759.04
BK101675,17559,2024-04-24,2024-05-04,2024-05-06,2,RT2,MakeMyTrip,5,Checked Out,7323.2,7323.2
BK101676,17559,2024-04-27,2024-05-04,2024-05-07,2,RT2,Tripster,5,Checked Out,7767.05,7767.05
BK101677,17559,2024-05-01,2024-05-04,2024-05-05,2,RT2,Logtrip,5,Checked Out,7608.58,7608.58
BK101678,17559,2024-04-25,2024-05-04,2024-05-07,4,RT2,MakeMyTrip,,Cancelled,7823.65,782.37
BK101679,17559,2024-05-02,2024-05-04,2024-05-05,4,RT2,MakeMyTrip,,No Show,7497.73,3748.86
BK101680,17559,2024-04-21,2024-05-04,2024-05-06,4,RT2,Booking.com,,Cancelled,7682.94,768.29
BK101681,17559,2024-05-03,2024-05-04,2024-05-07,3,RT2,Booking.com,,Cancelled,7633.88,763.39
BK101682,17559,2024-05-01,2024-05-04,2024-05-06,1,RT2,Booking.com,,Cancelled,7682.74,768.27
BK101683,17559,2024-04-27,2024-05-04,2024-05-05,4,RT3,Booking.com,,Cancelled,11239.45,1123.95
BK101684,17559,2024-05-01,2024-05-04,2024-05-06,3,RT3,Tripster,4,Checked Out,10910.31,10910.31
BK101685,17559,2024-05-01,2024-05-04,2024-05-07,4,RT3,Booking.com,3,Checked Out,10935.43,10935.43
BK101686,17559,2024-04-29,2024-05-04,2024-05-05,3,RT3,Direct Offline,4,Checked Out,10706.27,10706.27
BK101687,17559,2024-05-01,2024-05-04,2024-05-06,3,RT3,Booking.com,4,Checked Out,11431.06,11431.06
BK101688,17559,2024-04-28,2024-05-04,2024-05-05,3,RT3,Tripster,,Cancelled,10542.07,1054.21
BK101689,17559,2024-05-03,2024-05-04,2024-05-06,4,RT3,Logtrip,4,Checked Out,11118.53,11118.53
BK101690,17559,2024-04-24,2024-05-04,2024-05-07,1,RT3,MakeMyTrip,5,Checked Out,11411.35,11411.35
BK101691,17559,2024-04-22,2024-05-04,2024-05-06,3,RT3,MakeMyTrip,,Cancelled,10826.62,1082.66
BK101692,17559,2024-04-24,2024-05-04,2024-05-06,4,RT3,MakeMyTrip,3,Checked Out,11172.15,11172.15
BK101693,17559,2024-04-29,2024-05-04,2024-05-06,3,RT3,Booking.com,4,Checked Out,10622.85,10622.85
BK101694,17559,2024-04-30,2024-05-04,2024-05-06,1,RT3,Tripster,5,Checked Out,11394.29,11394.29
BK101695,17559,2024-04-27,2024-05-04,2024-05-07,4,RT3,MakeMyTrip,4,Checked Out,11379.52,11379.52
BK101696,17559,2024-05-03,2024-05-04,2024-05-06,1,RT3,Logtrip,3,Checked Out,11345.07,11345.07
BK101697,17559,2024-05-02,2024-05-04,2024-05-06,4,RT3,Direct Online,,Cancelled,10518.53,1051.85
BK101698,17559,2024-05-02,2024-05-04,2024-05-05,1,RT3,Booking.com,4,Checked Out,11073.12,11073.12
BK101699,17559,2024-04-23,2024-05-04,2024-05-06,4,RT4,MakeMyTrip,,Cancelled,18284.66,1828.47
BK101700,17559,2024-04-30,2024-05-04,2024-05-07,1,RT4,MakeMyTrip,,Cancelled,19275.39,1927.54
BK101701,17559,2024-04-26,2024-05-04,2024-05-07,1,RT4,MakeMyTrip,5,Checked Out,18304.23,18304.23
BK101702,17559,2024-04-24,2024-05-04,2024-05-06,1,RT4,Booking.com,,Cancelled,19055.16,1905.52
BK101703,16558,2024-04-30,2024-05-05,2024-05-08,4,RT1,Logtrip,5,Checked Out,4619.43,4619.43
BK101704,16558,2024-05-04,2024-05-05,2024-05-08,3,RT1,Direct Online,4,Checked Out,4302.73,4302.73
BK101705,16558,2024-04-26,2024-05-05,2024-05-07,3,RT1,Booking.com,5,Checked Out,4530.91,4530.91
BK101706,16558,2024-04-29,2024-05-05,2024-05-06,1,RT1,Booking.com,5,Checked Out,4684.75,4684.75
BK101707,16558,2024-04-27,2024-05-05,2024-05-07,2,RT1,MakeMyTrip,3,Checked Out,4496.03,4496.03
BK101708,16558,2024-04-23,2024-05-05,2024-05-08,3,RT1,Booking.com,3,Checked Out,4299.29,4299.29
BK101709,16558,2024-04-30,2024-05-05,2024-05-08,2,RT1,Direct Online,3,Checked Out,4298.47,4298.47
BK101710,16558,2024-04-21,2024-05-05,2024-05-06,4,RT1,MakeMyTrip,4,Checked Out,4294.35,4294.35
BK101711,16558,2024-04-23,2024-05-05,2024-05-07,4,RT1,Direct Online,4,Checked Out,4553.59,4553.59
BK101712,16558,2024-04-26,2024-05-05,2024-05-07,2,RT1,MakeMyTrip,4,Checked Out,4441.2,4441.2
BK101713,16558,2024-04-27,2024-05-05,2024-05-08,1,RT1,MakeMyTrip,,No Show,4511.46,2255.73
BK101714,16558,2024-04-21,2024-05-05,2024-05-06,3,RT1,MakeMyTrip,,Cancelled,4702.22,470.22
BK101715,16558,2024-05-03,2024-05-05,2024-05-08,3,RT1,Direct Offline,4,Checked Out,4681.56,4681.56
BK101716,16558,2024-04-22,2024-05-05,2024-05-06,1,RT1,MakeMyTrip,,Cancelled,4642.54,464.25
BK101717,16558,2024-05-02,2024-05-05,2024-05-06,3,RT1,Booking.com,5,Checked Out,4548.63,4548.63
BK101718,16558,2024-04-27,2024-05-05,2024-05-08,2,RT1,Booking.com,4,Checked Out,4562.56,4562.56
BK101719,16558,2024-04-23,2024-05-05,2024-05-08,4,RT1,Direct Offline,5,Checked Out,4455.44,4455.44
BK101720,16558,2024-04-21,2024-05-05,2024-05-08,2,RT1,Booking.com,,No Show,4307.21,2153.61
BK101721,16558,2024-04-21,2024-05-05,2024-05-06,3,RT2,MakeMyTrip,4,Checked Out,7637.52,7637.52
BK101722,16558,2024-05-03,2024-05-05,2024-05-07,2,RT2,MakeMyTrip,5,Checked Out,7493.01,7493.01
BK101723,16558,2024-05-01,2024-05-05,2024-05-08,4,RT2,MakeMyTrip,2,Checked Out,7816.52,7816.52
BK101724,16558,2024-04-23,2024-05-05,2024-05-06,1,RT2,Logtrip,4,Checked Out,7510.49,7510.49
BK101725,16558,2024-04-23,2024-05-05,2024-05-07,3,RT2,Logtrip,1,Checked Out,7239.65,7239.65
BK101726,16558,2024-04-23,2024-05-05,2024-05-06,4,RT2,Booking.com,2,Checked Out,7267.27,7267.27
BK101727,16558,2024-04-26,2024-05-05,2024-05-08,1,RT2,Logtrip,5,Checked Out,7474.52,7474.52
BK101728,16558,2024-04-26,2024-05-05,2024-05-06,2,RT2,Tripster,5,Checked Out,7542.44,7542.44
BK101729,16558,2024-04-23,2024-05-05,2024-05-08,4,RT2,MakeMyTrip,,No Show,7721.68,3860.84
BK101730,16558,2024-04-21,2024-05-05,2024-05-06,2,RT2,MakeMyTrip,5,Checked Out,7746.99,7746.99
BK101731,16558,2024-04-28,2024-05-05,2024-05-08,3,RT2,Logtrip,4,Checked Out,7369.87,7369.87
BK101732,16558,2024-04-21,2024-05-05,2024-05-08,1,RT2,JourneyHub,1,Checked Out,7474.02,7474.02
BK101733,16558,2024-04-21,2024-05-05,2024-05-06,3,RT2,Logtrip,,Cancelled,7152.44,715.24
BK101734,16558,2024-04-26,2024-05-05,2024-05-08,2,RT3,MakeMyTrip,,Cancelled,11389.05,1138.9
BK101735,16558,2024-04-23,2024-05-05,2024-05-08,2,RT3,MakeMyTrip,,Cancelled,11139.69,1113.97
BK101736,16558,2024-04-25,2024-05-05,2024-05-06,3,RT3,Logtrip,5,Checked Out,11141.08,11141.08
BK101737,16558,2024-04-29,2024-05-05,2024-05-07,2,RT3,MakeMyTrip,,Cancelled,10570.6,1057.06
BK101738,16558,2024-04-29,2024-05-05,2024-05-07,2,RT3,Direct Offline,,Cancelled,10451.7,1045.17
BK101739,16558,2024-04-22,2024-05-05,2024-05-07,4,RT3,Booking.com,4,Checked Out,10973.73,10973.73
BK101740,16558,2024-05-04,2024-05-05,2024-05-06,4,RT3,MakeMyTrip,4,Checked Out,10463.92,10463.92
BK101741,16558,2024-04-28,2024-05-05,2024-05-06,3,RT3,Booking.com,,Cancelled,10872.32,1087.23
BK101742,16558,2024-04-29,2024-05-05,2024-05-08,3,RT4,Direct Offline,4,Checked Out,18943.47,18943.47
BK101743,16558,2024-04-27,2024-05-05,2024-05-06,3,RT4,Tripster,,Cancelled,17699.97,1770.0
BK101744,16558,2024-04-27,2024-05-05,2024-05-08,1,RT4,Booking.com,1,Checked Out,18167.41,18167.41
BK101745,16558,2024-04-27,2024-05-05,2024-05-07,2,RT4,MakeMyTrip,,Cancelled,18236.94,1823.69
BK101746,16559,2024-05-02,2024-05-05,2024-05-07,2,RT1,Booking.com,4,Checked Out,4546.42,4546.42
BK101747,16559,2024-05-03,2024-05-05,2024-05-08,2,RT1,Logtrip,3,Checked Out,4616.34,4616.34
BK101748,16559,2024-04-29,2024-05-05,2024-05-06,4,RT1,Booking.com,3,Checked Out,4476.49,4476.49
BK101749,16559,2024-05-04,2024-05-05,2024-05-08,1,RT1,Booking.com,1,Checked Out,4536.51,4536.51
BK101750,16559,2024-04-25,2024-05-05,2024-05-06,2,RT1,Booking.com,,Cancelled,4304.27,430.43
BK101751,16559,2024-04-29,2024-05-05,2024-05-07,2,RT1,MakeMyTrip,2,Checked Out,4707.44,4707.44
BK101752,16559,2024-04-27,2024-05-05,2024-05-08,1,RT1,Direct Online,3,Checked Out,4320.5,4320.5
BK101753,16559,2024-05-03,2024-05-05,2024-05-08,2,RT1,Logtrip,3,Checked Out,4575.84,4575.84
BK101754,16559,2024-04-23,2024-05-05,2024-05-06,4,RT1,Tripster,2,Checked Out,4669.55,4669.55
BK101755,16559,2024-04-24,2024-05-05,2024-05-07,2,RT1,Logtrip,,Cancelled,4559.94,455.99
BK101756,16559,2024-04-22,2024-05-05,2024-05-08,2,RT1,Booking.com,5,Checked Out,4615.94,4615.94
BK101757,16559,2024-05-04,2024-05-05,2024-05-06,1,RT1,Booking.com,5,Checked Out,4515.6,4515.6
BK101758,16559,2024-05-02,2024-05-05,2024-05-07,3,RT1,Booking.com,3,Checked Out,4628.68,4628.68
BK101759,16559,2024-04-29,2024-05-05,2024-05-08,4,RT1,MakeMyTrip,5,Checked Out,4701.24,4701.24
BK101760,16559,2024-05-01,2024-05-05,2024-05-06,3,RT1,Booking.com,1,Checked Out,4527.7,4527.7
BK101761,16559,2024-04-23,2024-05-05,2024-05-06,4,RT1,Direct Offline,4,Checked Out,4519.49,4519.49
BK101762,16559,2024-04-27,2024-05-05,2024-05-06,1,RT2,Booking.com,3,Checked Out,7222.0,7222.0
BK101763,16559,2024-04-30,2024-05-05,2024-05-08,4,RT2,MakeMyTrip,4,Checked Out,7753.28,7753.28
BK101764,16559,2024-05-04,2024-05-05,2024-05-08,1,RT2,Logtrip,4,Checked Out,7283.9,7283.9
BK101765,16559,2024-04-24,2024-05-05,2024-05-08,3,RT2,JourneyHub,3,Checked Out,7573.09,7573.09
BK101766,16559,2024-04-24,2024-05-05,2024-05-08,4,RT2,MakeMyTrip,4,Checked Out,7593.67,7593.67
BK101767,16559,2024-04-29,2024-05-05,2024-05-08,4,RT2,Logtrip,,Cancelled,7498.35,749.84
BK101768,16559,2024-05-02,2024-05-05,2024-05-08,4,RT2,Booking.com,4,Checked Out,7667.3,7667.3
BK101769,16559,2024-05-04,2024-05-05,2024-05-07,2,RT2,MakeMyTrip,4,Checked Out,7481.23,7481.23
BK101770,16559,2024-05-03,2024-05-05,2024-05-08,3,RT2,Direct Online,4,Checked Out,7617.31,7617.31
BK101771,16559,2024-04-27,2024-05-05,2024-05-07,2,RT2,Booking.com,,Cancelled,7335.02,733.5
BK101772,16559,2024-04-26,2024-05-05,2024-05-06,4,RT3,Booking.com,3,Checked Out,11406.11,11406.11
BK101773,16559,2024-04-25,2024-05-05,2024-05-07,4,RT3,Booking.com,2,Checked Out,10486.46,10486.46
BK101774,16559,2024-04-28,2024-05-05,2024-05-08,1,RT3,MakeMyTrip,,Cancelled,10981.57,1098.16
BK101775,16559,2024-04-22,2024-05-05,2024-05-06,4,RT3,Booking.com,4,Checked Out,10688.14,10688.14
BK101776,16559,2024-04-26,2024-05-05,2024-05-06,3,RT3,MakeMyTrip,,Cancelled,10790.27,1079.03
BK101777,16559,2024-05-03,2024-05-05,2024-05-08,2,RT3,MakeMyTrip,4,Checked Out,11042.61,11042.61
BK101778,16559,2024-04-26,2024-05-05,2024-05-07,2,RT3,Tripster,5,Checked Out,11381.56,11381.56
BK101779,16559,2024-04-25,2024-05-05,2024-05-06,1,RT3,Booking.com,4,Checked Out,10882.09,10882.09
BK101780,16559,2024-05-02,2024-05-05,2024-05-07,4,RT3,Logtrip,4,Checked Out,10560.82,10560.82
BK101781,16559,2024-04-21,2024-05-05,2024-05-07,3,RT4,MakeMyTrip,5,Checked Out,17822.3,17822.3
BK101782,16559,2024-05-04,2024-05-05,2024-05-06,4,RT4,MakeMyTrip,5,Checked Out,18928.82,18928.82
BK101783,16560,2024-04-26,2024-05-05,2024-05-08,3,RT1,Direct Online,,Cancelled,4376.75,437.68
BK101784,16560,2024-04-26,2024-05-05,2024-05-07,2,RT1,Logtrip,1,Checked Out,4320.43,4320.43
BK101785,16560,2024-04-22,2024-05-05,2024-05-08,2,RT1,Booking.com,3,Checked Out,4439.75,4439.75
BK101786,16560,2024-04-28,2024-05-05,2024-05-06,2,RT1,MakeMyTrip,,Cancelled,4289.67,428.97
BK101787,16560,2024-04-23,2024-05-05,2024-05-06,4,RT1,Booking.com,5,Checked Out,4610.57,4610.57
BK101788,16560,2024-05-03,2024-05-05,2024-05-08,1,RT1,MakeMyTrip,4,Checked Out,4308.71,4308.71
BK101789,16560,2024-05-03,2024-05-05,2024-05-07,3,RT1,Direct Online,,Cancelled,4700.52,470.05
BK101790,16560,2024-04-30,2024-05-05,2024-05-06,2,RT1,MakeMyTrip,2,Checked Out,4499.28,4499.28
BK101791,16560,2024-04-27,2024-05-05,2024-05-07,4,RT1,Booking.com,4,Checked Out,4322.77,4322.77
BK101792,16560,2024-04-25,2024-05-05,2024-05-08,1,RT1,MakeMyTrip,,Cancelled,4507.54,450.75
BK101793,16560,2024-04-29,2024-05-05,2024-05-08,3,RT1,Logtrip,4,Checked Out,4275.16,4275.16
BK101794,16560,2024-05-01,2024-05-05,2024-05-06,2,RT1,Booking.com,4,Checked Out,4564.42,4564.42
BK101795,16560,2024-05-02,2024-05-05,2024-05-06,4,RT1,Booking.com,4,Checked Out,4565.6,4565.6
BK101796,16560,2024-04-22,2024-05-05,2024-05-08,1,RT1,Booking.com,,Cancelled,4705.28,470.53
BK101797,16560,2024-04-30,2024-05-05,2024-05-07,4,RT1,MakeMyTrip,4,Checked Out,4468.6,4468.6
BK101798,16560,2024-04-29,2024-05-05,2024-05-07,4,RT2,Tripster,3,Checked Out,7815.36,7815.36
BK101799,16560,2024-05-03,2024-05-05,2024-05-06,1,RT2,MakeMyTrip,,No Show,7185.72,3592.86
BK101800,16560,2024-04-22,2024-05-05,2024-05-08,4,RT2,Booking.com,5,Checked Out,7190.62,7190.62
BK101801,16560,2024-04-23,2024-05-05,2024-05-08,1,RT2,MakeMyTrip,,Cancelled,7378.01,737.8
BK101802,16560,2024-04-26,2024-05-05,2024-05-08,4,RT2,MakeMyTrip,,Cancelled,7767.86,776.79
BK101803,16560,2024-05-01,2024-05-05,2024-05-08,3,RT2,MakeMyTrip,3,Checked Out,7588.1,7588.1
BK101804,16560,2024-05-02,2024-05-05,2024-05-08,4,RT2,MakeMyTrip,2,Checked Out,7406.24,7406.24
BK101805,16560,2024-05-01,2024-05-05,2024-05-08,4,RT2,Booking.com,,Cancelled,7410.11,741.01
BK101806,16560,2024-05-04,2024-05-05,2024-05-06,2,RT2,MakeMyTrip,3,Checked Out,7492.04,7492.04
BK101807,16560,2024-05-02,2024-05-05,2024-05-06,3,RT2,Logtrip,3,Checked Out,7608.18,7608.18
BK101808,16560,2024-04-24,2024-05-05,2024-05-08,2,RT2,Direct Online,2,Checked Out,7187.68,7187.68
BK101809,16560,2024-04-23,2024-05-05,2024-05-07,1,RT2,MakeMyTrip,3,Checked Out,7606.55,7606.55
BK101810,16560,2024-04-24,2024-05-05,2024-05-06,4,RT2,Logtrip,1,Checked Out,7582.26,7582.26
BK101811,16560,2024-04-30,2024-05-05,2024-05-06,2,RT3,Logtrip,4,Checked Out,10624.29,10624.29
BK101812,16560,2024-05-04,2024-05-05,2024-05-06,2,RT3,Booking.com,4,Checked Out,11504.87,11504.87
BK101813,16560,2024-05-04,2024-05-05,2024-05-06,3,RT3,Booking.com,,Cancelled,10784.14,1078.41
BK101814,16560,2024-05-04,2024-05-05,2024-05-08,2,RT3,Tripster,4,Checked Out,10498.01,10498.01
BK101815,16560,2024-04-29,2024-05-05,2024-05-06,4,RT3,JourneyHub,4,Checked Out,11525.6,11525.6
BK101816,16560,2024-04-22,2024-05-05,2024-05-07,4,RT3,Booking.com,4,Checked Out,11245.54,11245.54
BK101817,16560,2024-04-30,2024-05-05,2024-05-07,3,RT4,JourneyHub,,Cancelled,19121.63,1912.16
BK101818,16560,2024-05-02,2024-05-05,2024-05-08,4,RT4,Direct Online,3,Checked Out,18049.23,18049.23
BK101819,16560,2024-04-30,2024-05-05,2024-05-06,3,RT4,Direct Offline,,Cancelled,17969.37,1796.94
BK101820,16560,2024-04-28,2024-05-05,2024-05-08,1,RT4,Logtrip,,No Show,18524.07,9262.03
BK101821,16561,2024-04-22,2024-05-05,2024-05-07,2,RT1,MakeMyTrip,,Cancelled,4306.42,430.64
BK101822,16561,2024-04-21,2024-05-05,2024-05-08,1,RT1,MakeMyTrip,3,Checked Out,4632.27,4632.27
BK101823,16561,2024-05-03,2024-05-05,2024-05-07,3,RT1,MakeMyTrip,,No Show,4557.88,2278.94
BK101824,16561,2024-04-27,2024-05-05,2024-05-08,1,RT1,Logtrip,4,Checked Out,4632.21,4632.21
BK101825,16561,2024-04-29,2024-05-05,2024-05-06,1,RT1,MakeMyTrip,,Cancelled,4683.02,468.3
BK101826,16561,2024-04-29,2024-05-05,2024-05-06,4,RT1,Logtrip,4,Checked Out,4305.35,4305.35
BK101827,16561,2024-04-25,2024-05-05,2024-05-06,3,RT1,Booking.com,4,Checked Out,4333.23,4333.23
BK101828,16561,2024-04-21,2024-05-05,2024-05-06,1,RT1,Booking.com,,Cancelled,4454.52,445.45
BK101829,16561,2024-04-21,2024-05-05,2024-05-07,4,RT1,MakeMyTrip,5,Checked Out,4276.83,4276.83
BK101830,16561,2024-04-26,2024-05-05,2024-05-07,1,RT1,MakeMyTrip,4,Checked Out,4318.5,4318.5
BK101831,16561,2024-04-29,2024-05-05,2024-05-07,2,RT1,MakeMyTrip,,Cancelled,4359.53,435.95
BK101832,16561,2024-05-03,2024-05-05,2024-05-07,1,RT1,Booking.com,4,Checked Out,4323.54,4323.54
BK101833,16561,2024-04-23,2024-05-05,2024-05-08,1,RT1,MakeMyTrip,1,Checked Out,4340.57,4340.57
BK101834,16561,2024-04-28,2024-05-05,2024-05-06,3,RT1,Booking.com,,No Show,4654.26,2327.13
BK101835,16561,2024-04-25,2024-05-05,2024-05-07,3,RT1,Tripster,,No Show,4358.33,2179.16
BK101836,16561,2024-04-25,2024-05-05,2024-05-07,3,RT1,MakeMyTrip,3,Checked Out,4514.28,4514.28
BK101837,16561,2024-04-29,2024-05-05,2024-05-06,4,RT1,Tripster,5,Checked Out,4429.03,4429.03
BK101838,16561,2024-05-02,2024-05-05,2024-05-07,1,RT1,Direct Offline,,Cancelled,4671.96,467.2
BK101839,16561,2024-05-03,2024-05-05,2024-05-08,1,RT1,Tripster,4,Checked Out,4373.61,4373.61
BK101840,16561,2024-04-28,2024-05-05,2024-05-08,2,RT2,Booking.com,4,Checked Out,7348.46,7348.46
BK101841,16561,2024-05-03,2024-05-05,2024-05-07,3,RT2,MakeMyTrip,5,Checked Out,7652.99,7652.99
BK101842,16561,2024-05-03,2024-05-05,2024-05-06,3,RT2,Direct Offline,,Cancelled,7252.8,725.28
BK101843,16561,2024-05-02,2024-05-05,2024-05-07,1,RT2,Logtrip,,Cancelled,7404.93,740.49
BK101844,16561,2024-04-21,2024-05-05,2024-05-08,2,RT2,MakeMyTrip,5,Checked Out,7551.34,7551.34
BK101845,16561,2024-04-23,2024-05-05,2024-05-08,3,RT2,Logtrip,4,Checked Out,7837.73,7837.73
BK101846,16561,2024-05-03,2024-05-05,2024-05-06,1,RT2,Direct Online,5,Checked Out,7595.43,7595.43
BK101847,16561,2024-05-03,2024-05-05,2024-05-06,2,RT2,Logtrip,4,Checked Out,7505.59,7505.59
BK101848,16561,2024-04-23,2024-05-05,2024-05-07,4,RT2,MakeMyTrip,,Cancelled,7673.79,767.38
BK101849,16561,2024-04-25,2024-05-05,2024-05-08,2,RT2,MakeMyTrip,4,Checked Out,7634.24,7634.24
BK101850,16561,2024-04-21,2024-05-05,2024-05-06,2,RT2,Booking.com,4,Checked Out,7611.06,7611.06
BK101851,16561,2024-05-03,2024-05-05,2024-05-07,4,RT2,Booking.com,4,Checked Out,7652.19,7652.19
BK101852,16561,2024-05-03,2024-05-05,2024-05-07,4,RT2,Booking.com,4,Checked Out,7768.61,7768.61
